URL,Name,Last_Post_ID,Error_Count
https://www.linkedin.com/company/tesla-motors,Tesla,2352c83688483ffa495c,0
https://www.linkedin.com/company/microsoft,Microsoft,5fe017f828fb4abe10c4,0
https://www.linkedin.com/company/google,Google,e6c383e1e885ba589020,0
https://www.linkedin.com/company/cpts-du-bassin-carcassonnais/,CPTS Carcassone,82c45e7a5f6982255faf,0
https://www.linkedin.com/in/cpts-plaine-d-oise-a7a243304/,CPTS Plaine d Oise,,5
https://www.linkedin.com/in/cpts-sud-hurepoix-6768752a8/,CPTS Sud Hurepoix,,5
https://www.linkedin.com/in/cpts-sextant76/,CPTS Sextant,,5
